index,full.name,ip.address,region,in.store,age,items,amount
59803,Jacquetta Oberbrunner,22.119.165.52,1,1,69,5,526.66
59804,Ashely Moore,205.5.196.165,1,1,36,4,1237.6
59805,Alan Bauch,,2,0,59,5,206.38
59806,Barb Langosh,,4,0,40,8,2911.9
59807,Vivienne Kulas,56.17.193.133,4,1,53,2,1515.1
59808,Tomas Ziemann,,4,0,30,3,1035.8
59809,Moses Grady,,4,0,42,8,1275.6
59810,Marc Runolfsson,82.100.6.229,4,1,52,3,1309.1
59811,Ali Bartoletti,,2,0,47,3,394.48
59812,Fletcher Bashirian,213.9.51.78,1,1,52,2,1459.8
59813,Freddie Goodwin,,4,0,56,7,1944.8
59814,Easter Runolfsson,144.48.99.61,1,1,56,2,82.152
59815,Nicolas Nicolas,,2,0,52,2,17.273
59816,Russel Zemlak,,3,0,47,6,2456.6
59817,Kimberlie Wolf,,4,0,54,8,2870.6
59818,Melani Wilderman,,4,0,37,2,217.71
59819,Scotty Swaniawski,,4,0,46,3,1805.6
59820,Leonia Raynor,89.42.191.3,3,1,36,5,390.69
59821,Cameron Kutch,,2,0,74,6,103.11
59822,Young Graham,73.160.57.196,3,1,43,2,902.62
59823,Kennith Corkery,84.37.83.184,1,1,39,3,990.62
59824,Socorro Wilkinson,212.38.200.9,4,1,32,3,893.95
59825,Shu Kozey,235.178.175.235,1,1,40,4,106.92
59826,Andy Bogan,255.24.236.132,1,1,27,8,538.65
59827,Mitchel Schamberger,232.163.226.62,4,1,51,4,701.96
59828,Floria McCullough,101.156.155.25,1,1,43,3,1284.6
59829,Guillermo Hartmann,225.206.40.114,1,1,41,4,567.24
59830,Dalene Cummings,,2,0,37,7,261.0
59831,Demetria Larkin,149.80.56.120,1,1,63,1,497.11
59832,Allison Roberts,41.113.90.125,1,1,58,2,291.48
59833,Will Quigley,12.215.36.96,1,1,46,3,985.6
59834,Kathe Bednar,,2,0,31,3,111.64
59835,Daniel Wiegand,,3,0,58,5,935.6
59836,Napoleon Hammes,,2,0,35,4,470.76
59837,Dalila Homenick,61.159.144.68,1,1,26,5,732.4
59838,Keneth McClure,,4,0,34,4,513.24
59839,Felecia Howell,208.239.206.186,3,1,27,7,935.6
59840,Curt Effertz,,4,0,23,7,1919.8
59841,Jesusita Klein,,4,0,32,4,1298.4
59842,Lonnie Okuneva,,2,0,31,3,103.6
59843,Kim Schuster,30.254.70.21,4,1,34,2,1044.2
59844,Sean Klocko,250.7.249.244,3,1,63,3,387.53
59845,Erwin Rolfson,57.50.208.82,3,1,27,6,259.59
59846,Jenifer Casper,,2,0,80,2,469.03
59847,Harlan Crona,143.88.248.161,3,1,39,3,489.9
59848,Thomas Reichert,199.1.232.47,3,1,51,3,282.7
59849,Fernanda Herman,158.25.73.145,4,1,44,3,424.11
59850,Jonathon Bartell,,3,0,20,1,234.73
59851,Son Kris,,2,0,84,4,411.9
59852,Delisa Reichert,196.231.239.65,4,1,45,5,833.61
59853,Henry Parker,121.233.214.33,1,1,26,1,1645.8
59854,Tina Kulas,73.16.83.16,4,1,39,5,1868.9
59855,Mei West,,2,0,34,1,171.61
59856,Phylicia Feil,100.76.215.136,3,1,72,4,712.18
59857,Melynda Kuphal,,4,0,61,7,1967.1
59858,Armando Nader,,4,0,60,6,2962.2
59859,Jean Hahn,,4,0,30,7,2535.1
59860,Brant Brakus,,4,0,49,6,2368.5
59861,Earline Hackett,,3,0,23,4,2819.2
59862,Dale Kulas,,2,0,34,4,253.18
59863,Terese Ferry,,2,0,69,3,225.32
59864,Francesco Torp,,4,0,33,7,696.39
59865,Scotty Gutkowski,,4,0,31,6,2627.3
59866,Adan Armstrong,100.242.190.61,1,1,29,6,1242.5
59867,Ilda Dietrich,,2,0,36,5,309.94
59868,Isaac Lueilwitz,,3,0,56,5,1645.4
59869,Ahmed Dietrich,,4,0,22,5,515.79
59870,Christi O'Conner,,2,0,31,3,397.47
59871,Fay Jakubowski,,4,0,56,2,2194.8
59872,Luana Rutherford,,2,0,70,3,347.7
59873,Joslyn Blanda,,3,0,37,6,1831.8
59874,Gilda Baumbach,144.112.74.63,1,1,34,6,776.24
59875,Lachelle Ortiz,50.162.8.38,1,1,24,6,176.45
59876,Saturnina Watsica,17.219.148.61,4,1,41,7,408.63
59877,Philip Leuschke,167.120.178.84,1,1,67,1,329.83
59878,Pearline Nitzsche,49.254.229.9,1,1,30,2,595.27
59879,Rudolph Wisoky,143.252.74.255,1,1,37,5,59.867
59880,Florencia Hodkiewicz,144.93.91.131,1,1,62,2,515.93
59881,Denis Collins,255.230.243.119,3,1,25,2,183.64
59882,Olimpia Pouros,,4,0,30,6,1138.1
59883,Gertrudis Barton,,4,0,58,3,2211.0
59884,Ronald Torp,,2,0,66,3,114.45
59885,Esteban Spinka,255.178.210.37,3,1,62,8,780.94
59886,Sam Johnston,177.111.2.121,1,1,29,3,674.4
59887,Margy Jacobs,90.73.182.118,3,1,41,1,882.75
59888,Laurine Breitenberg,,2,0,54,7,364.54
59889,Logan Swift,,2,0,46,1,129.45
59890,Bart Lang,,4,0,31,6,776.28
59891,Willian Rolfson,177.115.102.74,3,1,50,5,87.742
59892,Shyla Ferry,224.12.24.212,1,1,38,5,317.13
59893,Kevin Jewess,,2,0,46,5,221.26
59894,Maggie Mraz,,4,0,53,6,2460.8
59895,Lionel Hettinger,,4,0,33,6,2326.8
59896,Marquis Strosin,113.200.199.193,1,1,41,2,1161.2
59897,Santo Koelpin,,2,0,75,7,54.025
59898,Faith Kuhlman,56.7.243.68,4,1,43,5,448.97
59899,Mai Hegmann,,2,0,83,2,467.74
59900,Thomas Bernier,101.142.234.8,1,1,39,4,201.42
59901,Efren Hahn,175.32.36.144,3,1,55,2,104.09
59902,Francine Brekke,100.130.159.60,4,1,25,5,923.46
59903,Sung Johns,74.169.37.54,1,1,64,5,203.64
59904,Jude Cronin,,2,0,36,6,83.638
59905,Shela Turcotte,,2,0,75,6,425.62
59906,Carli Cummerata,225.20.202.227,4,1,27,5,1485.7
59907,Deane Ruecker,4.43.213.251,4,1,20,3,1598.1
59908,Kristin Quitzon,111.165.16.18,1,1,26,1,594.23
59909,Renea Reilly,117.210.104.154,4,1,54,2,1133.7
59910,Shavonne Bogan,70.160.232.39,1,1,61,8,741.23
59911,Claire Aimonetti,219.37.152.238,4,1,21,2,1573.1
59912,Sage Lesch,233.133.159.198,1,1,69,1,468.29
59913,Lily Champlin,60.213.147.18,3,1,62,1,554.32
59914,Marshall Kautzer,,4,0,43,7,652.25
59915,Domenic Jaskolski,149.106.2.167,4,1,21,7,174.03
59916,Ezekiel Hermann,13.85.253.128,1,1,50,7,987.87
59917,Erminia Crona,59.152.148.57,4,1,28,3,1947.9
59918,Margret Wuckert,,4,0,39,4,723.15
59919,Magaret Renner,,4,0,36,6,186.92
59920,Austin Pacocha,,4,0,62,7,2909.7
59921,Dwayne Aufderhar,,2,0,52,2,446.2
59922,Noah Witting,151.29.169.29,3,1,45,7,949.43
59923,Nathalie Conn,114.148.110.71,4,1,47,3,1240.0
59924,Duncan Conn,,2,0,32,7,224.65
59925,Heath Volkman,252.193.202.250,4,1,25,5,1602.3
59926,Ayanna Weber,,3,0,59,1,1509.6
59927,Andres Swaniawski,207.246.230.59,4,1,24,2,640.04
59928,Toni Cremin,,2,0,77,5,491.99
59929,Daren Lesch,92.235.232.49,1,1,54,4,659.37
59930,Tasha Volkman,,2,0,80,6,217.75
59931,Erasmo McKenzie,193.68.219.39,4,1,20,1,571.88
59932,Ellena Kunde,,2,0,63,4,155.5
59933,Melba Ziemann,55.74.255.168,4,1,49,6,1098.0
59934,Cathleen Gerlach,101.252.98.186,1,1,50,5,678.81
59935,Sherell Langosh,,3,0,40,4,2449.1
59936,Iraida Sipes,,3,0,38,7,905.19
59937,Moises Howell,,4,0,61,3,2460.6
59938,Horacio Fadel,170.198.212.77,4,1,30,6,1983.0
59939,Val Baumbach,243.95.122.95,4,1,52,4,397.6
59940,Fredrick Raynor,177.215.61.215,1,1,50,2,1258.6
59941,Arnulfo Grady,64.17.223.102,1,1,33,7,405.66
59942,Brittaney Beier,,2,0,81,3,352.7
59943,Luetta Trantow,238.9.193.64,4,1,21,6,1097.1
59944,Ted Herman,18.120.210.235,1,1,38,8,563.31
59945,Minh Zieme,15.121.41.33,3,1,40,6,62.285
59946,Monique Vandervort,,2,0,73,5,117.56
59947,Isiah Hermiston,136.25.206.225,4,1,28,7,1186.3
59948,Christa Fisher,,4,0,37,5,1313.4
59949,Arron Langworth,,2,0,59,6,149.53
59950,Nelson Carter,40.41.174.1,4,1,24,3,1613.2
59951,Waneta Shanahan,23.178.86.22,3,1,65,4,707.5
59952,Benito Daugherty,,2,0,76,4,161.42
59953,Sarai Lebsack,165.253.64.214,4,1,29,2,1231.7
59954,Jazmine Smith,190.144.52.235,4,1,50,6,1761.0
59955,Elroy Schinner,,3,0,32,2,1878.8
59956,Jess Spencer,223.12.140.79,1,1,43,2,1024.8
59957,Richie Tillman,,2,0,71,6,488.56
59958,Jamee Zboncak,,2,0,37,5,42.309
59959,Orlando Roberts,,2,0,82,2,488.8
59960,Rachael Zulauf,113.232.216.58,1,1,49,6,368.88
59961,Ulrike Koss,199.219.137.142,1,1,40,3,1398.3
59962,Coretta Lubowitz,,2,0,59,5,434.69
59963,Jacqui Green,,2,0,49,7,331.02
59964,Felix Hermann,102.53.190.172,1,1,60,3,405.62
59965,Darryl Berge,,2,0,53,6,298.0
59966,Sondra Kerluke,245.51.229.37,1,1,37,5,704.06
59967,Edris Kiehn,246.232.106.31,1,1,37,6,1560.6
59968,Sammy Herzog,168.88.31.203,3,1,72,7,552.21
59969,Eric Schamberger,129.254.163.151,3,1,58,4,334.68
59970,Bret Balistreri,,2,0,31,7,391.97
59971,Lola Borer,,2,0,84,3,178.62
59972,Mickie Barton,,4,0,59,3,601.17
59973,Damaris Shields,182.153.110.10,4,1,43,7,1635.9
59974,Mitchell Runte,,3,0,18,5,1150.1
59975,Hee Rutherford,248.77.211.115,1,1,65,1,713.35
59976,Dominick McClure,123.173.33.75,4,1,39,7,566.8
59977,Henrietta Gottlieb,,3,0,63,5,1552.8
59978,Zina Haley,,4,0,38,6,2331.1
59979,Edmundo Stehr,57.227.146.55,1,1,60,4,194.12
59980,Eleonor Turcotte,40.90.71.69,4,1,35,3,975.33
59981,Claribel Breitenberg,63.112.37.55,3,1,71,7,747.43
59982,Emory Greenholt,,3,0,61,1,1887.0
59983,Stacia O'Kon,167.133.212.33,1,1,53,2,279.23
59984,Ernesto Lockman,,2,0,57,2,205.43
59985,Nicolette Thompson,147.94.165.41,4,1,54,4,1164.1
59986,Jacquline Gottlieb,181.21.230.221,4,1,20,7,1903.4
59987,Merle Flatley,37.90.47.41,1,1,68,6,94.134
59988,Maude Aufderhar,,2,0,62,4,227.37
59989,Launa Parisian,70.251.176.53,3,1,37,5,671.1
59990,Oswaldo Adams,234.13.121.250,3,1,42,4,463.07
59991,Dotty Casper,124.88.171.76,3,1,33,2,874.45
59992,Wilfred Dibbert,213.162.107.14,4,1,39,6,175.3
59993,Enola Bogan,,2,0,46,2,272.23
59994,Kellee Williamson,,2,0,36,5,406.87
59995,Stacy O'Keefe,,2,0,70,5,93.712
59996,Yong Spencer,2.29.202.58,4,1,29,5,583.76
59997,Betty Mueller,,3,0,28,5,2162.8
59998,Sharonda Muller,,4,0,45,3,2170.7
59999,Rosaura Adams,,3,0,37,1,1450.2
60000,Lan Blick,219.80.108.196,4,1,51,5,1033.0
60001,Henry Dicki,232.65.56.99,3,1,59,7,210.03
60002,Edison Zieme,223.200.199.216,4,1,39,3,1301.5
60003,Arthur Kessler,199.231.54.82,1,1,41,5,246.99
60004,Oliver Cruickshank,146.51.81.152,3,1,47,5,932.19
60005,Samuel Stroman,,2,0,78,3,52.549
60006,Ellis Thiel,,4,0,30,3,2626.2
60007,Trinh Towne,,2,0,72,4,485.61
60008,Virgil Kling,190.41.96.91,1,1,37,2,726.3
60009,Eddy Homenick,38.63.156.187,4,1,36,3,1609.5
60010,Ai Bergstrom,,2,0,73,4,97.884
60011,Amelia Berge,,2,0,57,5,273.2
60012,Marchelle Hahn,,4,0,55,3,705.69
60013,Erick Hayes,28.171.217.203,1,1,64,1,72.69
60014,Tim O'Connell,,2,0,49,5,471.45
60015,Ellsworth Kertzmann,21.203.243.253,4,1,25,6,1192.9
60016,Chau Rau,3.138.73.107,4,1,30,2,1803.4
60017,Douglas Rath,,2,0,38,2,362.24
60018,Tawna Smith,25.74.129.212,1,1,51,6,1576.4
60019,Hayley Deckow,,2,0,58,2,235.25
60020,Dinah Considine,,2,0,73,5,420.87
60021,Seth Hoppe,,3,0,46,7,255.86
60022,Salvatore Grant,67.120.57.172,3,1,37,3,430.24
60023,Clifton Durgan,110.103.175.180,3,1,57,3,525.26
60024,Pilar Bergstrom,20.160.73.237,4,1,54,3,1191.3
60025,Chloe Klocko,3.122.219.3,4,1,49,4,1714.2
60026,Burl Heaney,,4,0,32,3,1047.8
60027,Alonso Daniel,79.32.211.200,3,1,31,7,831.58
60028,Floretta Ritchie,250.174.155.244,1,1,53,3,383.79
60029,Santana Hauck,,2,0,41,8,112.06
60030,Conchita Gerlach,,4,0,32,3,2780.0
60031,Vanetta Kreiger,,2,0,62,5,253.55
60032,Lilly Bode,,2,0,79,8,373.16
60033,Johnie Leffler,173.63.170.22,3,1,69,5,530.84
60034,Dennis Goyette,,4,0,57,1,146.91
60035,Myong Trantow,,3,0,24,3,2130.4
60036,Lakeesha Sawayn,42.169.18.236,4,1,50,5,1836.1
60037,Shara Harber,,3,0,33,2,1116.8
60038,Alden Dicki,42.184.109.47,3,1,34,8,458.13
60039,Clotilde Hane,218.65.188.46,1,1,40,6,242.81
60040,Alta Hane,,2,0,38,7,103.56
60041,Muoi Brown,173.169.198.194,1,1,34,3,1583.9
60042,Eddie Durgan,,2,0,30,3,292.97
60043,Kurtis Vandervort,,4,0,62,6,2374.8
60044,Ramiro Murphy,26.42.255.184,1,1,33,1,582.49
60045,Myron Wolf,,4,0,29,7,2919.8
60046,Virgil Hirthe,180.167.240.138,4,1,50,3,51.288
60047,Darrin Becker,,2,0,32,7,481.97
60048,Norbert Mayert,46.11.251.80,4,1,37,2,174.97
60049,Ryan Leffler,222.16.86.57,3,1,53,3,959.13
60050,Demarcus Macejkovic,90.132.189.203,3,1,25,7,771.55
60051,Omer Miller,44.11.106.78,3,1,50,5,299.97
60052,Mitsue Renner,191.54.67.220,1,1,20,3,1555.4
60053,Georgiann Hammes,163.18.185.174,3,1,69,3,209.72
60054,Karry Pagac,,2,0,43,7,17.011
60055,Johnetta O'Connell,,2,0,67,8,154.81
60056,Katelin Gerlach,5.108.32.203,3,1,40,2,78.805
60057,Mee Rodriguez,179.149.121.74,4,1,52,5,705.18
60058,Shannon Shanahan,,4,0,30,6,929.02
60059,Norris Quigley,,4,0,44,5,853.37
60060,Tuan Emard,41.38.174.45,3,1,35,3,766.8
60061,Brendon Schultz,68.50.249.99,4,1,22,4,688.7
60062,Hertha VonRueden,22.229.58.185,4,1,20,7,1387.4
60063,Laverne Carroll,237.219.39.198,4,1,27,3,647.8
60064,Ted Rosenbaum,,4,0,33,1,1359.5
60065,Wilbert Kiehn,21.224.186.91,1,1,66,4,93.993
60066,Alexa Dibbert,163.60.224.247,3,1,45,3,190.72
60067,Harold Denesik,,4,0,41,4,1483.3
60068,Lesley Satterfield,,2,0,78,8,13.863
60069,Lyle Kunze,,2,0,68,3,196.64
60070,Laurice Mosciski,20.110.77.214,1,1,55,2,813.67
60071,Isaias Zieme,59.37.144.88,4,1,37,1,1972.4
60072,Eli Homenick,70.39.75.31,4,1,52,3,1205.5
60073,Monet Langworth,237.199.240.16,1,1,36,3,720.53
60074,Mirian Larkin,,2,0,42,3,100.58
60075,Arron Moore,,4,0,50,3,1638.6
60076,Sam O'Kon,,2,0,63,1,303.14
60077,Kareen Douglas,229.58.63.66,1,1,51,3,353.79
60078,Logan Auer,148.47.91.8,1,1,44,4,712.79
60079,Angelique Dickinson,,3,0,19,4,1935.9
60080,Rodrigo Breitenberg,1.177.223.120,1,1,54,6,1305.5
60081,Leroy Spencer,,4,0,19,7,356.56
60082,Michal O'Keefe,,4,0,50,7,2413.0
60083,Jefferson Hermann,74.59.201.79,1,1,36,7,1773.2
60084,Doretta Wolff,62.23.170.75,3,1,73,4,624.5
60085,Amada Hirthe,134.158.82.153,4,1,52,1,653.85
60086,Lucina Nitzsche,,4,0,46,7,2396.0
60087,Harmony Lind,132.61.251.149,3,1,53,1,935.58
60088,Wynell Sporer,,4,0,51,5,562.62
60089,Carl Bernier,,3,0,56,6,562.25
60090,Ethan Terry,4.104.75.134,1,1,41,6,639.34
60091,Letitia Bednar,4.156.58.147,1,1,22,5,1650.4
60092,Carlton Rolfson,116.193.111.210,1,1,26,4,1682.8
60093,Kara Runte,249.26.235.113,1,1,37,7,791.42
60094,Keli Lind,225.125.3.3,1,1,48,3,594.61
60095,Tereasa Abshire,173.94.204.47,4,1,26,3,335.01
60096,Darell Thiel,,3,0,58,5,1500.6
60097,Ferdinand Quigley,,2,0,49,4,407.57
60098,Renda McClure,197.131.88.243,4,1,30,4,760.77
60099,Cordie Fadel,,3,0,52,3,810.82
60100,Val Lesch,,3,0,49,4,1571.3
60101,Raleigh Johnston,72.239.251.170,1,1,20,5,1956.4
60102,Jonathan Jones,,2,0,78,5,204.66
60103,Fabian Runolfsdottir,,2,0,65,3,394.06
60104,Mara Lubowitz,229.119.69.149,4,1,50,4,637.98
60105,Melita Ziemann,244.77.84.60,4,1,48,3,299.55
60106,Rebecca Bartell,141.43.157.17,4,1,34,7,377.69
60107,Iesha Klocko,147.65.88.136,3,1,50,4,746.0
60108,Nidia Rolfson,,2,0,30,1,402.3
60109,Apryl Effertz,43.192.38.36,4,1,41,4,483.55
60110,Jerrie Bashirian,,4,0,49,2,1080.6
60111,Rickey Predovic,16.31.51.39,4,1,40,5,891.05
60112,Daniela Skiles,,2,0,41,7,366.14
60113,Heath Rodriguez,,4,0,22,5,2974.2
60114,Dara Medhurst,,3,0,60,1,695.43
60115,Orval O'Kon,173.122.236.139,1,1,44,3,1647.5
60116,Lorenzo Gutmann,,4,0,41,3,2923.1
60117,Louie Donnelly,,4,0,23,5,2065.6
60118,Monserrate Hane,,2,0,52,6,184.37
60119,Van Parisian,39.109.253.11,1,1,56,8,72.843
60120,Jan Emmerich,33.64.43.26,1,1,29,5,1200.7
60121,Joe Hintz,,4,0,24,3,1137.1
60122,Jules Macejkovic,,4,0,34,3,1548.5
60123,Jeramy Streich,10.170.16.66,4,1,23,7,726.81
60124,Jamee Gleichner,78.29.155.97,4,1,32,5,1941.7
60125,Marline Adams,,2,0,65,6,369.82
60126,Zackary Fisher,67.88.60.102,1,1,22,3,1116.6
60127,Jess Upton,,3,0,54,5,2329.9
60128,Jolene Howell,234.121.177.143,4,1,50,5,1622.0
60129,Hollis Prohaska,,4,0,54,3,2847.1
60130,Shirely Lebsack,,2,0,30,4,316.73
60131,Lael Hessel,,4,0,28,4,2206.8
60132,Laverne Marvin,,2,0,31,4,454.51
60133,Pablo Ryan,230.27.245.158,1,1,69,3,106.71
60134,Danette Skiles,,2,0,83,4,286.43
60135,Franklin Turcotte,67.13.66.31,3,1,54,4,675.65
60136,Orval Koss,,3,0,36,8,2186.9
60137,Graham Pagac,,4,0,35,6,156.84
60138,Indira Stroman,231.134.51.251,1,1,72,4,74.802
60139,Constance Robel,,4,0,48,3,2385.2
60140,Rupert Brekke,224.76.225.114,3,1,39,6,880.88
60141,Sadie Goldner,224.205.236.200,1,1,34,2,1481.4
60142,Titus Leffler,128.141.144.172,4,1,40,6,1044.9
60143,Giuseppe Prohaska,,2,0,72,6,460.56
60144,Rhett Grady,60.62.194.235,3,1,66,7,906.9
60145,Santos Tillman,86.50.222.196,4,1,27,4,611.24
60146,Cami Lebsack,177.248.163.150,3,1,68,5,838.58
60147,Devora Nikolaus,241.239.222.137,4,1,21,4,320.79
60148,Kelvin Schmitt,101.234.73.28,1,1,22,6,1013.9
60149,Deneen Cruickshank,140.254.47.128,3,1,26,5,940.02
60150,Arron Jerde,,3,0,37,5,768.67
60151,Andreas Pagac,,4,0,24,2,2464.4
60152,Robert Dickens,,2,0,62,5,172.89
60153,Jerome Reichert,,4,0,21,7,1811.1
60154,Kazuko Schulist,,4,0,45,7,405.93
60155,Wilford Lesch,,2,0,64,2,195.38
60156,Tonja Stracke,,4,0,46,8,1457.8
60157,Mac Tillman,233.189.104.182,4,1,48,2,1750.6
60158,Pablo Witting,108.226.217.120,1,1,28,4,288.4
60159,Moses Labadie,117.243.72.157,1,1,46,5,1681.2
60160,Kermit Mertz,,2,0,82,4,424.5
60161,Chuck Bernier,170.223.193.46,4,1,42,4,1175.3
60162,Chuck Daugherty,,2,0,65,1,457.48
60163,Tommie Wolff,,4,0,39,7,152.68
60164,Jamal Ruecker,53.156.130.128,3,1,28,3,757.08
60165,Chadwick Dach,239.203.142.50,1,1,26,2,470.94
60166,Stanford Walker,,2,0,70,2,88.358
60167,Minh Okuneva,,2,0,81,6,449.07
60168,Leland Wilderman,204.227.155.47,4,1,32,8,1692.9
60169,Rufus Orn,159.120.16.192,1,1,30,3,464.29
60170,Anitra Dickinson,,3,0,57,8,1350.7
60171,Curtis Schmitt,107.116.230.200,3,1,34,7,687.91
60172,Markus Jones,,2,0,75,7,434.02
60173,Suzanne Turner,26.67.84.253,3,1,30,3,212.15
60174,Cesar Leannon,,4,0,59,3,2311.7
60175,Princess Pfannerstill,39.209.27.24,3,1,32,8,791.46
60176,Greg Reinger,,2,0,72,6,225.71
60177,Maria Rempel,,4,0,33,8,2101.7
60178,Mercedez Doyle,35.86.40.105,1,1,28,5,917.25
60179,Darryl Schaden,,4,0,57,8,779.57
60180,Wayne Jacobs,131.116.232.49,3,1,70,3,568.07
60181,Ernesto Rice,72.142.90.158,3,1,36,5,823.12
60182,Darcie Wilderman,,2,0,46,3,373.88
60183,Kimberly Nienow,,2,0,68,6,247.46
60184,Arlie Wiza,40.151.255.239,1,1,37,2,1896.0
60185,Kizzie Bogan,,2,0,71,3,423.83
60186,Tracee McLaughlin,9.64.196.70,3,1,37,2,913.96
60187,Ivette Larson,71.5.235.36,1,1,62,7,993.68
60188,Rossana Hudson,243.152.215.43,4,1,22,8,477.2
60189,Lawrence Auer,164.159.166.91,4,1,47,6,889.22
60190,Cesar Nienow,106.46.241.120,4,1,53,4,1788.7
60191,Migdalia Grimes,211.136.106.236,3,1,65,4,392.99
60192,Rebecca Bechtelar,58.199.3.144,1,1,25,2,740.93
60193,Randal Oberbrunner,,4,0,28,5,1097.5
60194,Alexa Rau,,2,0,75,2,330.61
60195,Kizzy West,104.178.251.62,3,1,63,6,665.26
60196,Seth Keebler,,2,0,45,8,100.9
60197,Myrta Moen,,3,0,36,8,491.23
60198,Roman Bins,,3,0,45,7,2456.5
60199,Macy Ryan,,4,0,47,2,782.78
60200,Evangelina Hammes,,4,0,43,3,2471.4
60201,Latesha Wisozk,90.3.215.12,3,1,62,3,519.17
60202,Kena Stamm,201.123.69.23,1,1,51,8,368.77
60203,Evie Will,,2,0,29,2,365.15
60204,Tracey Gibson,,2,0,38,6,350.91
60205,Bell Armstrong,,4,0,49,3,645.9
60206,Noel Klocko,165.79.11.209,4,1,41,3,54.304
60207,Zane Jenkins,99.47.102.58,3,1,53,3,125.64
60208,Carol O'Hara,,3,0,40,3,691.97
60209,Peggie Tromp,,2,0,29,3,207.75
60210,Sang Streich,,3,0,18,2,465.3
60211,Abram Mitchell,,4,0,45,5,1994.9
60212,Luciano Davis,157.205.191.251,1,1,47,6,453.59
60213,Bobbie Hilpert,,4,0,59,8,2338.3
60214,Lesha Hansen,7.223.175.58,4,1,36,6,1721.5
60215,Berry Schmitt,78.53.159.27,4,1,20,4,1146.8
60216,Delphia Boyle,3.135.65.122,4,1,36,5,113.9
60217,Luana Blick,235.82.149.194,3,1,66,6,172.76
60218,Opal Howe,,2,0,51,7,27.223
60219,James Bergstrom,154.58.49.51,4,1,39,7,431.44
60220,Julio Johnston,249.31.111.111,4,1,38,6,1322.7
60221,Giuseppina Marvin,245.218.29.13,3,1,69,4,550.86
60222,Olga Dach,,2,0,70,6,289.78
60223,Raymond Bode,,4,0,19,3,1498.8
60224,Sammy Schiller,54.7.45.163,4,1,22,1,1698.9
60225,Almeda Runte,43.255.128.70,1,1,36,5,90.726
60226,Sal Corkery,,3,0,28,3,1441.9
60227,Lou Jacobi,115.233.221.178,3,1,39,6,792.47
60228,Laurena Lesch,148.201.117.78,1,1,70,8,528.66
60229,Quincy Cole,,4,0,27,2,1963.0
60230,Harland Hickle,124.164.96.130,3,1,64,3,955.85
60231,Nicolas Lynch,,4,0,32,7,841.76
60232,Long Purdy,117.228.29.69,1,1,31,7,274.86
60233,Angelo Watsica,,3,0,38,6,1490.1
60234,Mitchel Mayer,181.206.241.235,4,1,49,5,462.2
60235,Zaida Nicolas,32.125.198.158,4,1,47,2,559.95
60236,Johnie Erdman,,3,0,44,7,1373.8
60237,Jerrod Kling,,2,0,62,8,183.29
60238,Patty Schulist,182.154.140.128,1,1,63,4,710.21
60239,Loria Hoeger,,2,0,29,2,301.06
60240,Dario Homenick,,2,0,60,7,5.3799
60241,Danille Hoppe,87.28.102.108,1,1,34,3,382.23
60242,Ryan Daniel,,4,0,52,5,255.65
60243,Sharmaine Wyman,,4,0,37,5,1100.6
60244,Milagro Runte,,2,0,44,7,239.24
60245,Percy Erdman,,2,0,30,6,289.89
60246,Edna Bode,144.242.218.174,4,1,45,7,1021.4
60247,Moses Metz,66.32.241.123,1,1,54,4,999.87
60248,Oliver Goodwin,,2,0,63,6,113.55
60249,Ciera Rodriguez,252.173.143.20,1,1,42,3,1101.7
60250,Domingo Senger,149.84.48.126,4,1,45,8,1736.6
60251,Myron Williamson,39.52.55.120,3,1,43,5,640.43
60252,Daniela Davis,,2,0,32,1,150.07
60253,Booker Quigley,,4,0,47,2,793.38
60254,Marquerite Braun,,4,0,26,4,1629.5
60255,Lang Homenick,150.59.226.121,3,1,43,2,596.1
60256,Sana Kling,,2,0,50,2,68.066
60257,Lakenya Wuckert,,2,0,36,5,423.56
60258,Jamila Beier,223.69.9.130,3,1,24,4,825.01
60259,Marlin Schulist,244.165.37.98,3,1,51,4,92.061
60260,Tennie Doyle,,2,0,44,7,178.05
60261,Jo Parisian,,4,0,33,8,3000.0
60262,Lovella Windler,,2,0,46,1,322.43
60263,Bennie Denesik,66.94.171.137,4,1,32,5,841.51
60264,Jarod Altenwerth,220.215.137.173,1,1,33,4,538.69
60265,Bernie Casper,138.98.19.21,1,1,52,4,402.02
60266,Stefani Stiedemann,116.72.159.53,1,1,25,3,139.13
60267,Reyna Ledner,90.115.82.136,1,1,40,7,876.91
60268,Ronda Nicolas,,3,0,44,8,1174.9
60269,Loren Rath,63.119.254.7,1,1,68,2,740.02
60270,Gustavo Shields,242.160.36.79,1,1,52,1,1697.4
60271,Dewayne Little,,2,0,52,2,134.5
60272,Mardell Toy,,2,0,55,5,113.84
60273,Oscar Upton,,4,0,23,5,2830.9
60274,Bryce Lowe,,4,0,48,5,1598.5
60275,Dannie Schamberger,,4,0,45,1,2325.6
60276,Del Botsford,,3,0,54,3,2171.0
60277,Efren Padberg,214.25.153.225,1,1,40,1,1313.2
60278,Nickolas Schimmel,,4,0,29,4,1862.6
60279,Lourie Hegmann,102.40.173.81,4,1,25,2,1191.4
60280,Christiana McClure,229.13.64.211,3,1,45,6,329.99
60281,Paul Howe,,4,0,18,8,970.26
60282,Alex Schneider,,2,0,61,7,218.47
60283,Shayne Reilly,,2,0,80,4,10.866
60284,Jo Swaniawski,,2,0,32,5,453.05
